molecule_chembl_id,smiles,activity_type
CHEMBL3824248,O=C(CCc1c[nH]c2ccccc12)NCCC1CCN(Cc2ccccc2)CC1,active
CHEMBL812,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],active
CHEMBL3828679,CCCCCCCCCC(C)C1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-],active
CHEMBL3827624,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)(C)C)OC2.[Br-],inactive
CHEMBL3827347,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C(C)C)OC2.[Br-],inactive
CHEMBL3827449,CCCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-],inactive
CHEMBL3828273,CCC1OCc2c[n+](C)c(C)c(OC(=O)N(C)C)c2CO1.[Br-],inactive
CHEMBL3828739,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)(C)OC2.[Br-],inactive
CHEMBL3828644,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COC(C)OC2.[Br-],inactive
CHEMBL3827856,Cc1c(OC(=O)N(C)C)c2c(c[n+]1C)COCOC2.[Br-],inactive
CHEMBL440526,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,active
CHEMBL3828696,CCCCCCCNC(=O)Oc1ccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,active
CHEMBL3826998,CCCCCCCNC(=O)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,inactive
CHEMBL3828443,CCCCCCCNC(=O)Oc1cccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,active
CHEMBL3828586,NC(=O)c1cc[n+](CCCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
CHEMBL3828385,NC(=O)c1cc[n+](CCCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
CHEMBL3828381,NC(=O)c1cc[n+](CCC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
CHEMBL3827575,NC(=O)c1cc[n+](CC[n+]2cccc(NC(=O)/C=N\O)c2)cc1.[Br-].[Br-],inactive
CHEMBL3965783,O=C(/C=C/c1ccc(O)cc1O)NCCC1CCN(Cc2ccccc2)CC1,active
CHEMBL3818089,COc1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)ccc1O,active
CHEMBL3916769,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,active
CHEMBL3905695,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1,active
CHEMBL3818689,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC,active
CHEMBL3901082,C#CCN(Cc1ccc2cccc(O)c2n1)C(C#N)C1CCN(Cc2ccccc2)CC1,inactive
CHEMBL3291019,C#CCN(Cc1ccc(O)c2ncccc12)C(C#N)CCC1CCN(Cc2ccccc2)CC1,active
CHEMBL3931517,O=C(COc1ccccc1)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1,inactive
CHEMBL3965046,CCN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1,inactive
CHEMBL1459580,O=C(COc1ccc(Cl)cc1Cl)Nc1ccc(CN2CCCCC2)cc1,active
CHEMBL3950130,CC(C)Cc1ccc(/C=C2\Oc3ccccc3C2=O)cc1,active
CHEMBL353468,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3C)CC1)C2,active
CHEMBL170946,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)c3)CC1)C2,active
CHEMBL354848,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(C)cc3)CC1)C2,active
CHEMBL3943450,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3F)CC1)C2,active
CHEMBL3927363,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)c3)CC1)C2,active
CHEMBL3985059,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(F)cc3)CC1)C2,active
CHEMBL3933395,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3Cl)CC1)C2,active
CHEMBL3960861,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)c3)CC1)C2,active
CHEMBL435071,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc([N+](=O)[O-])c3)CC1)C2,active
CHEMBL3910513,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccn3)CC1)C2,active
CHEMBL3891369,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncccc3C)CC1)C2,active
CHEMBL3919441,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(C)n3)CC1)C2,active
CHEMBL3900401,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ncc(C)cc3C)CC1)C2,active
CHEMBL3928343,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)n3)CC1)C2,active
CHEMBL3944652,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Cl)n3)CC1)C2,active
CHEMBL3934564,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc4cccc(O)c4n3)CC1)C2,inactive
CHEMBL3950063,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(O)c4ncccc34)CC1)C2,inactive
CHEMBL398628,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,active
CHEMBL3971112,O=C1NCCCc2c1c1ccccc1n2CCc1ccccc1,inactive
CHEMBL3919289,O=C1NCCCc2c1c1ccccc1n2CCc1ccc(F)cc1,inactive
CHEMBL3922423,O=C1c2ccccc2S(=O)(=O)N1CCCCCNCc1ccccc1,active
CHEMBL1161905,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2,active
CHEMBL4112162,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2,active
CHEMBL3892148,COc1ccc2nc(NCCc3cc[n+](Cc4ccccc4)cc3)sc2c1,active
CHEMBL3937964,COc1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1,active
CHEMBL3910025,COc1ccc2nc(NCCc3cc[n+](Cc4c(F)cccc4F)cc3)sc2c1,active
CHEMBL3952144,Fc1ccc(C[n+]2ccc(CCNc3nc4ccc(F)cc4s3)cc2)cc1,active
CHEMBL3900968,O=[N+]([O-])c1ccc2nc(NCCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2c1,active
CHEMBL3947803,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(C(F)(F)F)cc1)CC(C)CC3,active
CHEMBL3985136,CC1=C(C(=O)OC(C)C)C(c2cccc(F)c2)c2c(nc3c(c2N)CC(C)(C)CC3)N1,active
CHEMBL3933508,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(Cl)c1)CC(C)(C)CC3,active
CHEMBL3985662,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CC(C)(C)CC3,active
CHEMBL3965431,CC1=C(C(=O)OC2CCC2)C(c2ccccc2F)c2c(nc3c(c2N)CC(C)(C)CC3)N1,active
CHEMBL3981946,COCCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1Cl)CC(C)(C)CC3,active
CHEMBL3983878,CC1=C(C(=O)OCC2CC2)C(c2ccccc2Cl)c2c(nc3c(c2N)CC(C)(C)CC3)N1,active
CHEMBL3928459,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CSC3,active
CHEMBL3972317,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(F)(F)CC3,active
CHEMBL3949770,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(Cl)(Cl)CC3,active
CHEMBL3941497,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CCCC3Cl,active
CHEMBL3937974,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1)CSCC3,active
CHEMBL3910033,CCOC(=O)C1=C(C(F)(F)F)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,active
CHEMBL3900977,CC1=C(C(=O)OC(C)C)C(c2cncnc2)c2c(nc3c(c2N)CC(C)(C)CC3)N1,active
CHEMBL3895528,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccccc1OC)CC(C)CC3,active
CHEMBL3891315,CC1=C(C(=O)OCCN(C)C)C(c2ccccc2)c2c(nc3c(c2N)CC(F)(F)CC3)N1,active
CHEMBL3986650,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,active
CHEMBL4095908,COc1cccc(C2c3ccc4cccnc4c3Oc3nc4c(c(N)c32)CCCC4)c1,active
CHEMBL4089082,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN[C@@H]2N3)cc1,active
CHEMBL4090583,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)C)c(O)c1)O2,inactive
CHEMBL4075571,CCN(CC)Cc1ccc(/C=C2\Oc3cc(OC)c(OC)cc3C2=O)cc1O,active
CHEMBL4100760,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCCCC3)c(O)c1)O2,active
CHEMBL4081805,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN3CCN(C)CC3)c(O)c1)O2,inactive
CHEMBL4098196,CCN1CCN(Cc2ccc(/C=C3\Oc4cc(OC)c(OC)cc4C3=O)cc2O)CC1,inactive
CHEMBL4102562,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)c(O)c1)O2,inactive
CHEMBL4069184,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(O)c(CN(C)C)c1)O2,active
CHEMBL4096673,COc1ccc(CCNc2nc(CC(N)=O)nc3ccccc23)cc1OC,inactive
CHEMBL2337271,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl.O,active
CHEMBL4060617,O=C(CCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,active
CHEMBL4093419,COc1cc(CCc2ccc(Nc3c4c(nc5ccccc35)CCCC4)cc2)cc(OC)c1,inactive
CHEMBL4083174,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1,active
CHEMBL521589,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,inactive
CHEMBL4092048,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(N)=O)C2.[Br-],active
CHEMBL4061527,COc1cc2c(cc1OC)C(=O)C(CC1C=CN(Cc3ccccc3C)C=C1C(C)=O)C2,active
CHEMBL4105085,CC(=O)C1=CN(Cc2ccccc2C)C=CC1CC1Cc2cc(C)c(C)cc2C1=O,active
CHEMBL4076930,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(N)=O)C2.[Br-],active
CHEMBL4095535,COC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O.[Br-],active
CHEMBL4068149,COC(=O)c1c[n+](Cc2ccccc2)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O.[Br-],active
CHEMBL4099873,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(Cl)ccc2C1=O.[Br-],active
CHEMBL4072999,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(C)ccc2C1=O.[Br-],active
CHEMBL4074062,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(C)c(C)cc2C1=O.[Br-],active
CHEMBL4094591,COc1ccc2c(c1)CC(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2=O.[Br-],active
CHEMBL4084371,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc3c(cc2C1=O)OCO3.[Br-],active
CHEMBL4102333,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)C2.[Br-],active
CHEMBL4066548,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3Cl)cc1C(C)=O)C2.[Br-],active
CHEMBL4094081,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(C)c3)cc1C(C)=O)C2.[Br-],active
CHEMBL4081915,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3C)cc1C(C)=O)C2.[Br-],active
CHEMBL4060011,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C(C)=O)C2.[Br-],active
CHEMBL4071377,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C#N)C2.[Br-],active
CHEMBL4098418,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1)C2.[Br-],active
CHEMBL4077952,COC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1,active
CHEMBL4070182,COc1ccc(CNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,active
CHEMBL4091851,COc1ccc(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,active
CHEMBL4075061,Clc1ccc2c(NCc3ccccn3)c3c(nc2c1)CCCC3,active
CHEMBL4093928,CCO[P@@](=O)(SCC)c1ccccc1,inactive
CHEMBL4097266,CSP(C)(=O)OC(C)C(C)(C)C,inactive
CHEMBL4072457,CSP(C)(=O)OC1CCCCC1,inactive
CHEMBL23838,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,active
CHEMBL4085482,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCN2CCCCC2)cc1,inactive
CHEMBL4068410,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCC(C)[C@@H]2C3C)cc1,active
CHEMBL4095755,CC1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3C(C)[C@@H]12,active
CHEMBL4063984,COc1ccc(CN(CC(=O)NCc2ccccc2)C(=O)CCCCCn2ccnc2/C=N/O)cc1,inactive
CHEMBL4081509,CCCCN(CC(=O)NCc1ccccc1)C(=O)CCCCCn1cc[n+](C)c1/C=N\O.[I-],inactive
CHEMBL4098703,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3)cc1)C2.[Br-],active
CHEMBL4076580,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3F)cc1)C2.[Br-],active
CHEMBL4095035,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(F)c3)cc1)C2.[Br-],active
CHEMBL4073287,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(F)cc3)cc1)C2.[Br-],active
CHEMBL4099391,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3C)cc1)C2.[Br-],active
CHEMBL4084842,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(C)c3)cc1)C2.[Br-],active
CHEMBL4076986,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(C)cc3)cc1)C2.[Br-],active
CHEMBL4063583,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccccc3Br)cc1)C2.[Br-],active
CHEMBL4082048,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc(Br)c3)cc1)C2.[Br-],active
CHEMBL4083039,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc(Br)cc3)cc1)C2.[Br-],active
CHEMBL4101018,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3cccc([N+](=O)[O-])c3)cc1)C2.[Br-],active
CHEMBL4070471,COc1cc2c(cc1OC)C(=O)/C(=C/c1cc[n+](Cc3ccc([N+](=O)[O-])cc3)cc1)C2.[Br-],active
CHEMBL1340607,COc1ccc(NC(S)=NCCN2CCC(C)CC2)cc1Cl,inactive
CHEMBL4099934,COc1ccc(NC(=S)NCCN2CCCCC2)cc1,inactive
CHEMBL4071394,S=C(NCCN1CCCCC1)Nc1cccc(Cl)c1,inactive
CHEMBL4092186,COc1ccc(NC(=S)NCCN2CCOCC2)cc1Cl,inactive
CHEMBL4075136,COc1ccc(NC(=S)NCCN(C)C)cc1Cl,inactive
CHEMBL1301463,CN(C)CCN=C(S)Nc1cccc(Cl)c1,inactive
CHEMBL4079963,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCCCC2)cc1,inactive
CHEMBL4064806,COc1ccccc1NC(=S)NCCN(C)C,inactive
CHEMBL4073401,COc1ccccc1NC(=S)NCCN1CCCCC1.Cl,inactive
CHEMBL4068713,COc1cc2c(cc1OC)CN(Cc1cccc(/C=N/O)c1O)CC2,inactive
CHEMBL4088294,COc1cc2c(cc1OC)CN(Cc1ccc(O)c(/C=N/O)c1)CC2,inactive
CHEMBL4060058,COc1cc2c(cc1OC)CN(Cc1cc(C)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4080917,COc1cc2c(cc1OC)CN(Cc1cc(Cl)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4104406,COc1cc2c(cc1OC)CN(Cc1cc(Br)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4062826,COc1cc2c(cc1OC)CN(Cc1cc(F)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4100057,COc1cc(/C=N/O)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2)c1,inactive
CHEMBL4073838,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cccc(/C=N/O)c1O)CC2,inactive
CHEMBL4100639,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1ccc(O)c(/C=N/O)c1)CC2,inactive
CHEMBL4065242,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(C)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4092905,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(Cl)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4091945,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(Br)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4076907,COc1cc2c(cc1OC)C(c1ccccc1)N(Cc1cc(F)cc(/C=N/O)c1O)CC2,inactive
CHEMBL4084189,COc1cc(/C=N/O)c(O)c(CN2CCc3cc(OC)c(OC)cc3C2c2ccccc2)c1,inactive
CHEMBL4062487,COc1cc2c(cc1OC)CN(CC1CCN(Cc3cccc(/C=N/O)c3O)CC1)CC2,inactive
CHEMBL4061404,COc1cc2c(cc1OC)CN(CC1CCN(Cc3ccc(O)c(/C=N/O)c3)CC1)CC2,inactive
CHEMBL4089550,COc1cc2c(cc1OC)CN(CC1CCN(Cc3cc(C)cc(/C=N/O)c3O)CC1)CC2,inactive
CHEMBL4102122,COc1cc2c(cc1OC)CN(CC1CCN(Cc3cc(Cl)cc(/C=N/O)c3O)CC1)CC2,inactive
CHEMBL4077866,COc1cc2c(cc1OC)CN(CC1CCN(Cc3cc(Br)cc(/C=N/O)c3O)CC1)CC2,inactive
CHEMBL4064154,COc1cc2c(cc1OC)CN(CC1CCN(Cc3cc(F)cc(/C=N/O)c3O)CC1)CC2,inactive
CHEMBL4085722,COc1cc(/C=N/O)c(O)c(CN2CCC(CN3CCc4cc(OC)c(OC)cc4C3)CC2)c1,inactive
CHEMBL4090498,C[n+]1c2ccccc2c(-c2ccccc2)c2ccccc21.F[B-](F)(F)F,inactive
CHEMBL4069472,Cc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,inactive
CHEMBL4097249,C[n+]1c2ccccc2c(-c2ccc(NC(=O)C(F)(F)F)cc2)c2ccccc21.F[B-](F)(F)F,inactive
CHEMBL4070057,CC(=O)Nc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,inactive
CHEMBL4078265,C[n+]1c2ccccc2c(-c2ccc(F)cc2)c2ccccc21.F[B-](F)(F)F,inactive
CHEMBL4096311,COc1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1.F[B-](F)(F)F,inactive
CHEMBL4088594,Cc1cc(-c2c3ccccc3[n+](C)c3ccccc23)cc(C)c1O.F[B-](F)(F)F,inactive
CHEMBL4071110,Cc1cc(-c2c3ccccc3[n+](C)c3ccccc23)cc(C)c1C.F[B-](F)(F)F,inactive
CHEMBL4070092,C[n+]1c2ccccc2c(-c2cccs2)c2ccccc21.F[B-](F)(F)F,inactive
CHEMBL4077169,CN1c2ccccc2C(N2CCOCC2)c2ccccc21,inactive
CHEMBL4065259,CN1c2ccccc2C(N2CCSCC2)c2ccccc21,inactive
CHEMBL4075825,CN1c2ccccc2C(n2cncn2)c2ccccc21,inactive
CHEMBL4075624,CN1c2ccccc2C(n2cnc([N+](=O)[O-])n2)c2ccccc21,inactive
CHEMBL4088659,CN1c2ccccc2C(n2nnc3ccccc32)c2ccccc21,inactive
CHEMBL4063635,C[n+]1c2ccccc2c(N)c2ccccc21.F[B-](F)(F)F,inactive
CHEMBL4091683,CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,active
CHEMBL4069776,CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,active
CHEMBL4089264,CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,active
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21,active
CHEMBL3425895,CCn1c2ccccc2c2cc(/C=C/c3ccc4ccccc4[n+]3C)ccc21.[I-],active
CHEMBL3425894,C[n+]1c(/C=C/c2cc3ccccc3[nH]2)ccc2ccccc21.[I-],active
CHEMBL1242180,CN(C)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],active
CHEMBL4097284,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)c1.[I-],active
CHEMBL4066392,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)cc1.[I-],active
CHEMBL4080358,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(Cl)c1.[I-],active
CHEMBL4096862,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-],active
CHEMBL4078305,O=C(CC[C@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,active
CHEMBL4064686,O=C(CC[C@@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,inactive
CHEMBL4073273,COc1ccc2cc(C(=O)N[C@@H](CCC(=O)NCCC3CCN(Cc4ccccc4)CC3)C(=O)O)ccc2c1,inactive
CHEMBL4093947,CCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,active
CHEMBL4059766,CCOC(=O)[C@@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,active
CHEMBL4080691,CCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccc2cc(OC)ccc2c1,active
CHEMBL4100298,CCN(CCCCNC(=O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,active
CHEMBL4100407,Cc1ccc2c(c1)C(=O)C(=O)N2C(=O)N(C)C,active
CHEMBL4074655,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1[N+](=O)[O-],active
CHEMBL511921,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(Br)cc1,active
CHEMBL4100935,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccc(Br)cc21,active
CHEMBL4082959,O=C1C(=O)N(Cc2ccccc2[N+](=O)[O-])c2ccc(Br)cc21,active
CHEMBL4062800,COc1ccc(NCc2ccc3c(c2)C(=O)C(=O)N3C(=O)c2ccccc2)cc1,active
CHEMBL4090751,O=C1C(=O)N(C(=O)c2ccccc2)c2ccc(CNc3ccc(Br)cc3)cc21,active
CHEMBL4085450,O=C1C(=O)N(C(=O)c2ccccc2)c2ccc(CN3CCCCC3)cc21,active
CHEMBL4063877,CN1CCN(Cc2ccc3c(c2)C(=O)C(=O)N3C(=O)c2ccccc2)CC1,active
CHEMBL4068888,CCN(CC)Cc1ccc(NC(=O)c2ccccc2)c(C(=O)C(=O)N(CC)CC)c1,active
CHEMBL4077157,O=C(Nc1ccc(CN2CCOCC2)cc1C(=O)C(=O)N1C(=O)CCC1=O)c1ccccc1,active
CHEMBL4166300,COc1cc2c(cc1OC)C(=O)/C(=C/C1CCN(Cc3cc(N)c4ccccc4n3)CC1)C2,active
CHEMBL4174269,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cc(N)c4ccccc4n3)CC1)C2,active
CHEMBL4167958,COc1ccc2c3c1O[C@H]1C[C@H](O)CC[C@@]31CCN(C)C2,inactive
CHEMBL469638,COc1ccc2c3c1O[C@H]1C[C@@H](O)CC[C@@]31CCN(C)C2,inactive
CHEMBL586091,COc1cc2c(cc1O)[C@@H]1[C@H](O)[C@@H](O)C=C3CCN(C2)[C@H]31,inactive
CHEMBL4172271,COc1cc2c3c(c1)c1cc(=O)c(OC)cc-1cn3CC2,inactive
CHEMBL4172720,CO[C@@H]1C=C[C@@]23c4cc5c(cc4C[N@@+]([O-])(CCO)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5,inactive
CHEMBL4163781,O=C(NCCCCCCNCc1ccc2ccccc2c1)c1cc(Cl)nc(Cl)c1,inactive
CHEMBL4164186,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1c[nH]c2ccccc12,active
CHEMBL4160790,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCCNCc1ccccc1,active
CHEMBL4164524,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1ccccc1,active
CHEMBL4173258,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,active
CHEMBL553245,O=C([O-])C(F)(F)F.O=C1C2=C3C4=[N+](CCc5c[nH]c1c54)[C@@H]1C(=O)C=C4S[C@@H](C[C@@]43[C@H]1O)N2,inactive
CHEMBL4172401,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2.O=C(O)c1ccccc1O,inactive
CHEMBL4171637,COC1c2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c2N1C)OCO4,inactive
CHEMBL4163761,CC1(c2nccc3cc4c(cc23)OCO4)OC(O)c2c1ccc1c2OCO1,inactive
CHEMBL4168299,CO[C@H]1O[C@@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,inactive
CHEMBL4165471,c1cc2cc3c(cc2c([C@H]2Oc4ccc5c(c4O2)OCO5)n1)OCO3,inactive
CHEMBL4163678,COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(F)c3)cc2C#N)cc1OC.[Br-],active
